InputID,TargetID,Distance
"hunter, NY, US",97NY,2.34264544735086
"anna, OH, US",OA11,5.86288865959461
"burlingame, CA, US",KSFO,2.5363665081621
"nellis air force base, NV, US",KLSV,1.5012200210910303
"dfw airport, TX, US",KDFW,0.9031147047713701
"burlingame/san mateo, CA, US",KSFO,2.5363665081621
"stuart, FL, US",KSUA,3.49467769355328
"baldwin, WI, US",KAGC,3.76299884553561
"ashland, KY, US",KDWU,10.103332538291399
"mequon, WI, US",WI62,4.153016011632751
"whitmore lake, MI, US",MI29,6.3975978836037015
"haltom city, TX, US",TS00,6.3944390686131
"morristown, AZ, US",4II8,4.53400192549701
"clackamas, OR, US",07OR,2.8063904811121803
"stevensville, MT, US",K32S,2.33323831683414
"old westbury, NY, US",7N3,9.7404781402503
"signal mountain, TN, US",KCHA,13.5099543726063
"estacada, OR, US",K5S9,1.59333501636936
"napoleon, OH, US",K7W5,4.1452274591613
"swartz creek, MI, US",KFNT,2.40252395616657
"detroit lakes, MN, US",KDTL,2.27677783299201
"hamilton, OH, US",KHAO,4.23341456566293
"gray, TN, US",9GA6,13.635548592747298
"tustin, WI, US",KSNA,5.71199970864528
"tuscaloosa, AL, US",KTCL,10.686347731186201
"elgin, OR, US",99OR,13.907898060552
"delilah lookout, CA, US",77CL,6.3495444345003
"grand marsh, WI, US",K63C,7.914604923827101
"erie, CO, US",KERI,7.278094006244101
"florence, MS, US",TA49,7.3544737772925
"woodbury, MN, US",KSTP,5.90252756103297
"hudson, OH, US",K1G3,8.2188962176185
"canfield, OH, US",7OH5,1.6599776872221002
"wiley, WA, US",KLAA,6.9554168228952005
"emmetsburg, IA, US",KEGQ,1.55641540527945
"st.charles, IL, US",KDPA,4.117825357705261
"northwest beaverton, OR, US",2OG3,6.7886290012743
"wharton, OH, US",9OH9,4.60352042838441
"midwest city, OK, US",KTIK,2.98076093314461
"agawam, MA, US",CT87,6.8052228661017
"sunland, CA, US",KPTV,4.765362923280421
"cookeville, TN, US",5TN9,8.4196502822529
"jordon, MN, US",0MN0,5.89389788775888
"northbrook, IL, US",KPWK,4.75738006842909
"san mateo, CA, US",KSQL,3.9452599685463303
"dillard, GA, US",GE99,7.7952321860382
"lewistown, MO, US",34IL,4.001650058591911
"livingston, NJ, US",KMMU,7.289970624040501
"everson, WA, US",7WA3,2.3129075133215102
"interlachen, FL, US",FL82,5.19957643119732
"tigard/tualatin, OR, US",OG34,4.107269745603
"pico rivera, CA, US",KEMT,8.378777164279501
"matawan, NJ, US",NJ72,7.0967772516078
"elkton, MD, US",1C4,3.7799158569534903
"arnolds park, IA, US",US-0F3,1.4966296984242902
"yonkers, NY, US",6N6,10.1618760498048
"norwood, PA, US",58LA,6.605333153544601
"vicksburg, MS, US",7MI3,1.08249469092945
"north east orlando, FL, US",KORL,4.315027874808511
"danville, KY, US",99KY,6.02992589991633
"kirbyville, MO, US",KT12,2.10245407101225
"auburn, GA, US",25IL,9.878168037987
"rocklin, CA, US",C39,8.2896519758175
"molson, WA, US",75WT,4.58392018980204
"notrees, TX, US",KODO,25.498601251982098
"seward, AK, US",PAWD,1.77338618642547
"blaine, OR, US",KANE,1.8577292286555
"middletown, OH, US",KMWO,1.45103092716645
"moravia, NY, US",NY92,4.85637729291612
"huron, IN, US",K7I4,16.9007475406536
"ocean city, MD, US",KOXB,3.8893974696803704
"superior, CO, US",KSUW,2.55817068869853
"corinne, UT, US",KBMC,2.68176445615305
"pueblo/colorado springs, CO, US",KCOS,7.396100201427299
"concord, NC, US",NC19,1.74791219857065
"carthage, TX, US",IN81,1.55953715991534
"casey key, FL, US",KVNC,9.1375401619134
"holden, MA, US",MA16,3.14820117718542
"little falls, MN, US",KCDW,5.35524496561098
"lancaster, PA, US",S37,4.76851019198697
"turner, OR, US",OR25,2.61224664849378
"upper sandusky, OH, US",K56D,5.515052011471081
"orondo, WA, US",2S5,8.4423496200498
"duncanville, TX, US",KRBD,3.80118723774111
"montgomery, TX, US",KBAF,7.846652174508001
"la plata, MD, US",5MD8,4.627776352088071
"pflugerville, TX, US",US-0062,5.34824300754018
"hauppauge, NY, US",KISP,8.0707050842535
"jamestown, TN, US",KK24,3.71378938503537
"crescent junction, UT, US",KCNY,14.6789433070965
"madison, CT, US",KSNC,12.084790210907402
"shrewsbury, PA, US",44NJ,4.17471752488464
"azle, TX, US",73TE,1.3131172024929003
"lake bonita, NM, US",KCVS,5.367922378165351
"martha's vinyard, MA, US",MA44,3.6623905436710804
"arlington heights, IL, US",KPWK,5.751711004468951
"lapeer and flint, MI, US",KFNT,5.94603623608704
"circleville, OH, US",KCYO,8.118798883390799
"rural, MO, US",KMKJ,5.657912371993411
"amity, OR, US",18OR,2.18573960031972
"laurel, MS, US",KN06,2.2620979797686998
"joppatowne, MD, US",KEDG,5.58923815936845
"addison, IL, US",KORD,6.721909813124101
"ozark national forest, AR, US",05AR,16.1554167230292
"farmer city, IL, US",IS26,5.4976040842258795
"kingston, WA, US",3MI5,10.5443774822745
"ft. scott, KS, US",KFSK,5.36117858471718
"burtons bridge, IL, US",8IL7,7.876077744699001
"wilmington, CA, US",KILG,7.868331944941501
"hollsopple, PA, US",PS52,7.0740455906988
"raymond, ME, US",ME09,2.9012658000777902
"leighton, AL, US",KMSL,7.3792005865668
"fulton, MI, US",73MU,3.6015138075794404
"overton, TX, US",TX24,7.742649457102501
"watkinsville, GA, US",0GA4,9.181401166117801
"hilton, NY, US",6N7,3.50454238277571
"pleasantville, NY, US",KHPN,8.819873815455
"exton, PA, US",KOQN,4.7080257797682
"sutton, AK, US",K48I,4.73795554495761
"higginsville, MO, US",KHIG,2.59558677226683
"las animas, CO, US",0CD5,15.1418800282428
"ocala, FL, US",FD29,6.14412562886307
"dublin, OH, US",KOSU,3.35357634920778
"zell, SD, US",K1D8,11.468066036731203
"brockport, NY, US",3NK0,2.6159593258330203
"gramercy, LA, US",KHOU,12.674713140523801
"kewadin, MI, US",34U,8.3967241456305
"north miami, FL, US",KOPF,10.385673285715201
"sherwood, OR, US",OG34,3.0720099774569403
"port vue, PA, US",KAGC,4.60732111858809
"channelview, TX, US",8TX7,5.69287611227871
"larose, LA, US",KGAO,15.426745635355202
"taylorville, IL, US",AL02,8.291456804015102
"dayton township, NV, US",KHAO,7.388985449760299
"west virginia, WV, US",WV63,19.2139203454173
"valparaiso, IN, US",KVPZ,3.8927308826277
"loves park, IL, US",LL81,4.72229036702505
"deshler, OH, US",6D7,1.81794170268477
"morristown, OH, US",2P7,7.874137341954899
"de soto, MO, US",7WI0,6.8022457575740995
"rimrock lake, WA, US",4S6,3.30362623407978
"gansevoort, NY, US",7NY8,1.5415985663678702
"duncannon, PA, US",5PS5,3.01894050524985
"two rivers, WI, US",3WN7,2.96792192678958
"toms river, NJ, US",16NJ,4.918673118602791
"crestwood, KY, US",92KY,3.55581197688798
"havana, IL, US",34IL,6.000263243991361
"cucamonga, CA, US",KONT,3.79048908126159
"lebanon, OH, US",KI68,4.18970414273706
"new martinsville, WV, US",WV37,1.2151684829756702
"jurupa, CA, US",KRAL,2.07887121042714
"rumson, NJ, US",44NJ,2.5538658061108506
"millersburg, MO, US",0PS7,8.547792395717702
"kennesaw/marietta, GA, US",KMGE,2.1798197243037
"lawton, OK, US",8MI3,3.65076935202393
"purchase, NY, US",KHPN,2.5505108768673006
"buies creek, NC, US",KHRJ,3.36953156755635
"big spring, TX, US",KBPG,4.30952375456028
"canton, MA, US",KOWD,3.67162820811918
"bristol, VT, US",27MA,7.8169954951926
"lake ozark, MO, US",KK15,8.0007081686793
"parma, ID, US",50S,0.533716864790688
"monticello, IN, US",MY73,9.0826926742332
"sealy, TX, US",93TS,4.2938042474863805
"mckinney, TX, US",KAUS,4.42514139610833
"north royalton, OH, US",OI45,6.274963372439701
"westminster, CA, US",KDMW,3.2725735412436903
"ranger, TX, US",F23,1.41827345178507
"henrietta, NY, US",KROC,5.84595416181033
"deer lake, PA, US",PA92,7.2269605571724
"highland park, IL, US",KPWK,8.659140976957499
"central, OK, US",SC80,7.9133794742223
"woodbridge, NJ, US",KLDJ,6.794127357009299
"purdy, WA, US",MU41,3.44374390122282
"jackson, MI, US",KJXN,3.93510237704181
"poughkeepsie, NY, US",KPOU,8.5356246479049
"pekin, IN, US",KC15,7.176585757221899
"fort meade, MD, US",KFME,2.09963721148497
"geneva, IL, US",KDPA,4.02235327106631
"wilton, MO, US",KY72,13.6589585869224
"fulton, MO, US",K4I9,5.78300247758655
"smithville, TN, US",K84R,1.9699226761538702
"midlothian, IL, US",KMDW,14.009580283779902
"mesquite, TX, US",KLRU,17.8987517725104
"dallas, PA, US",2PA2,5.96160795728907
"sterling park, VA, US",KAUM,3.7360883065345205
"cassville, GA, US",KMGW,10.828131737167801
"southern utah, UT, US",KCDC,2.42175456451998
"sumrall, MS, US",0MS2,16.5867941790909
"echo summit, CA, US",KTVL,6.139190485445221
"gurnee, IL, US",KUGN,4.9341471441469205
"lackawaxen, PA, US",2PA1,3.99592367420301
"riley county, KS, US",1KS3,0.79530099059907
"saddle mountains, WA, US",K61B,10.2397137750936
"washington county, MO, US",KAFJ,5.9309571237498
"blue springs, MO, US",NE92,7.359464061256501
"cliffside park, NJ, US",NJ00,3.8017231663735798
"clinton, IN, US",KCLK,2.98093756188933
"bradley beach, NJ, US",KBLM,8.5083149335131
"austell, GA, US",KFTY,9.5551859036457
"tifton, GA, US",KTMA,2.7239192451154803
"biscoe, NC, US",K43A,2.9663315823540604
"la quinta, CA, US",KCMA,11.329035528355202
"morton, MN, US",9IL6,10.456826308295401
"d'hanis, TX, US",4TS8,5.94762134482809
"eddington, ME, US",0B2,7.6620040581060005
"laporte, TX, US",4PN7,2.8909345122278105
"warm springs, NV, US",OG19,8.1899522678898
"salem, MO, US",KSLE,2.58556575546036
"peebles, OH, US",1OH9,1.3449203186904002
"braintree, MA, US",US-0568,12.5182297424916
"midlothian, VA, US",KMDW,14.009580283779902
"marshall creek, PA, US",IN46,9.831650302011601
"cheaha mountain, AL, US",KANB,10.443746664024301
"augusta, MT, US",KAUG,1.51258744522404
"kearneysville, WV, US",KMRB,7.420096440716399
"carmel, CA, US",IN60,4.45715252824734
"apple valley, MN, US",MN09,2.9510643719051104
"wilkinson county, GA, US",7GA4,22.509500799057303
"south fallsburg, NY, US",KN37,10.4146117320177
"cold bay, AK, US",PACD,0.374359818269745
"greers ferry, AR, US",06AR,2.88473168010789
"woodbridge, CT, US",KHVN,12.265586588968201
"half moon bay, CA, US",KHAF,5.4297006290049605
"coleman, TX, US",KCOM,1.9898039076355802
"keystone heights, FL, US",K42J,6.20321005699893
"griffith, IN, US",K05C,2.11442585430762
"ft. huachuca, AZ, US",KFHU,4.80701169097038
"greensburg, IN, US",KI34,2.8583675863308002
"naples, ME, US",76B,0.42836511038012104
"san manuel, AZ, US",KE77,1.37848500345546
"toledo, WA, US",US-0324,5.6977282596489305
"lehighton, PA, US",8PA8,3.7805345795043004
"hawkinsville, GA, US",K51A,2.7963962326908
"overton, NE, US",NE30,14.967212176472401
"bellefontaine, OH, US",KEDJ,4.1950728472968
"rickman, TN, US",TN80,4.65942506880096
"sandusky, OH, US",0OI3,6.008610745726741
"greenville, IN, US",VA00,7.4053901866158
"sante fe, NM, US",KGUP,4.480416950931001
"branchville, NJ, US",KFWN,10.6074940187232
"colleyville, TX, US",TS53,4.91005232631801
"pacifica, CA, US",KSFO,6.350242196558701
"columbia, MS, US",K0J6,18.1149686070453
"york, PA, US",73PA,4.46560347524364
"long island, NY, US",KISP,5.46614436407508
"maitland, FL, US",US-0191,3.03552913931352
"carlsbad, CA, US",KOKB,4.33347223350942
"onton, KY, US",94KY,9.0875873490993
"new york/philadelphia, NY, US",KGTB,5.877995746584601
"leavenworth, WA, US",3WA1,0.63926568224595
"penfield, IL, US",IL45,4.61451364475463
"weldon, CA, US",KIXA,9.1920536092845
"sparks, NV, US",KCQB,9.6710641756335
"murrieta, CA, US",KF70,3.7103928590880004
"big bear lake, CA, US",KL35,3.5950132724251502
"elkridge, MD, US",KBWI,4.95457500605346
"redlands, CA, US",KREI,1.4168910787094702
"rosemount, MN, US",MY52,5.03267713055649
"harvey, LA, US",KW35,8.211270732947101
"new holland, OH, US",KI23,11.6014366216908
"damascus, OR, US",OL03,2.9765637740793602
"ponchatoula, LA, US",32LS,6.8357397759174
"whittier, CA, US",PAWR,1.3234031006455802
"childs, AZ, US",KP01,1.5103563183864002
"hawk mountain, PA, US",PA25,7.7820058542393005
"sutter, CA, US",CA18,5.67036377232435
"nipomo, CA, US",L52,8.7917922644481
"pine mountain, AR, US",OK27,18.292765424385603
"alpena, MI, US",53M,6.13577905175943
"northbend, WA, US",1WA6,7.2573505859448
"middleborough, MA, US",KTAN,7.810257219372899
"keasbey {woodbridge}, NJ, US",KLDJ,10.6473830275638
"bridgeport, CA, US",KBDR,5.719988173175911
"new church, VA, US",7MD7,4.5777616502463
"vandalia, OH, US",KDAY,1.77504140126619
"gasconade, MO, US",MU68,1.62292685214402
"vicksburg, MI, US",7MI3,1.08249469092945
"norwalk, OH, US",87OI,2.71419136561476
"alvin, TX, US",KJSO,7.687485713000701
"pocasset, OK, US",7OK4,6.8662709671806
"columbia, KY, US",I96,3.40010607991617
"edwardsville, IL, US",KALN,9.2819006115696
"michigan city, IN, US",KMGC,4.8056959806612305
"wellington, OH, US",67D,1.18422317945223
"guyton, GA, US",GA43,3.35781548618391
"pleasanton, CA, US",KPEZ,3.29847911412525
"romeo, MI, US",KD98,2.53399651455267
"durant, IA, US",01IA,11.885074812118798
"tompkinsville, KY, US",KTZV,3.7916998554627
"youngsville, NC, US",P15,3.43824073079409
"centerport, NY, US",KFRG,16.578330355224903
"madison, IN, US",KMSN,6.176785566631051
"white sands, NM, US",KWSD,7.0618642286409
"cumming, GA, US",4GA9,7.3895065874334005
"i-10, TX, US",KJCT,2.7790218251263803
"kent/warren, CT, US",CT44,4.7886616620639
"steelville, MO, US",KUBX,10.037215265755501
"smithton, IL, US",1IL4,9.5486407537338
"trenton, IL, US",6LL6,9.948054345885
"bagdad, AZ, US",K2R4,5.8482845327259
"weogufka, AL, US",KSCD,14.6663971847289
"lowell, IN, US",MA74,9.0386690963274
"clinton, SC, US",KCLK,2.98093756188933
"mannford, OK, US",4F1,7.460208605410201
"crystal river, FL, US",KCGC,4.120852199651281
"becker, MN, US",MN79,3.25382816222577
"bellefontaine, MO, US",KEDJ,4.1950728472968
"tyre, NY, US",46NY,3.74998565851101
"liberty, NC, US",0N0,4.01010446789919
"deerfield beach, FL, US",KBCT,6.705538027522201
"marlboro, MD, US",KADW,8.714209949752501
"burna, KY, US",23KY,3.2661185941154702
"apollo, PA, US",CZ-0141,4.73004763118154
"south berwick, ME, US",ME61,8.4167749687905
"cerritos, CA, US",KFUL,4.523477412366811
"shawano, WI, US",KEZS,2.9974418813981702
"coldwater, MI, US",KOEB,3.45859685694792
"oroville, WA, US",K0S7,1.9353247118113501
"avon park, FL, US",KAVO,2.1271374440068502
"groom lake, NV, US",55T,20.0622445405812
"barbourville, KY, US",KW38,24.137062048063804
"sanger, CA, US",58F,1.97921614782888
"watervliet, MI, US",40C,1.33782573347055
"hastings, PA, US",MN58,3.72652730481168
"cimarron, NM, US",KS42,23.624672097735903
"eastern border, UT, US",CKQ4,15.520599773469002
"urbana, IL, US",KC16,3.07113846737346
"gold bar, WA, US",S86,4.85122259964303
"cotton, MN, US",US-0361,18.0187443867861
"oxen hill, MD, US",2MD1,6.5600839123479
"hagerstown, MD, US",KHGR,6.2954941820868
"mt vernon, MO, US",WA07,3.25057246654662
"ringtown, PA, US",6PN9,6.04836404215263
"new wilmington, PA, US",PS43,7.272182397054601
"port washington, WI, US",9WN3,3.0115042317953997
"seagrove beach, FL, US",0FD3,17.619517510270203
"south lyon, MI, US",KY47,5.103242289144
"stockbridge, GA, US",KGBR,11.3743327131738
"earlham, IA, US",K3Y3,12.315525060222
"jamaica estates, NY, US",KJFK,7.102001200545901
"coolidge, AZ, US",37AZ,3.81196907167293
"weirton, WV, US",WV42,2.9996839795670103
"skowhegan, ME, US",KOWK,10.8162618764103
"norcross, GA, US",KPDK,9.444536708379301
"normal, IL, US",KBMI,5.96917865345922
"berne, IN, US",1II2,8.752970281716001
"secane, PA, US",9N2,5.30322001037379
"crab orchard, KY, US",00KY,9.712656241515
"spring creek, NV, US",KEKO,12.529099309552201
"pembroke pines, FL, US",KHWO,10.362116100257103
"marlow heights, MD, US",KDCA,6.736370067265501
"hadley, MI, US",K7B2,2.07184532635656
"cupey, PR, US",TJIG,12.6903581198352
"danville, NH, US",99KY,6.02992589991633
"howell township, NJ, US",NJ60,4.720519977680341
"monroe, CT, US",CT52,6.947187615499501
"milton, TN, US",K2R4,3.84654657274272
"brookfield, MO, US",K02C,5.1186927541220095
"manchester, TN, US",KHFD,9.5119166965437
"clines corners, NM, US",NM21,18.2677039036875
"holmen, WI, US",09WI,4.51955064829563
"coral springs, FL, US",KFXE,12.0443548397463
"west carrollton, OH, US",KI73,1.12706005672071
"grand coulee, WA, US",K3W7,4.06270443047913
"franklinton, NC, US",00NC,7.141837639190399
"toney, AL, US",AL93,2.1374986275047703
"owenton, KY, US",61KY,5.73214263255747
"woodville, NC, US",9OH1,6.7446751325436
"sterrett, AL, US",3AL6,6.580305563168701
"lewistown, IL, US",KLWT,2.18567584088973
"lyons, GA, US",KY70,8.179253007098401
"joplin, MO, US",KLTY,11.356940655932403
"dalton, GA, US",MA86,8.0175410003304
"colorado, CO, US",7CO1,13.807665736635599
"rio piedras, PR, US",TJSJ,10.8995223573909
"san gabriel valley, CA, US",KEMT,4.55528202263442
"shadyside, MD, US",MD81,6.5628408411648005
"bardstown, KY, US",KBRY,2.40035624756289
"merrimac, WI, US",WI50,2.24123929331202
"port richey, FL, US",FA40,6.8908668991524005
"elmendorf afb, AK, US",AA06,0.8888155663599899
"east stroudsburg, PA, US",KN53,3.75199495259805
"lowell, MA, US",MA74,9.0386690963274
"carbondale, CO, US",9PN8,5.309541011757781
"milton, MA, US",KOWD,9.4800266908335
"columbus, MI, US",KCMH,8.256595179168901
"green river, WY, US",48U,5.490521223827581
"dover, AR, US",AR89,3.42693672496956
"alturas, FL, US",KAAT,1.2532118058427502
"summerfield,, IL, US",W00,8.275190658213601
"sierra madre, CA, US",KEMT,5.6043773983602
"glenwood landing, NY, US",7N3,6.2548003860606
"cleveland, NY, US",NK04,7.8124843584963
"belcamp, MD, US",KAPG,4.93749393128559
"davis, CA, US",KEDU,2.52262706763636
"lake martin, AL, US",AL71,6.9475958543169005
"beaver, OK, US",PFC,8.6626981210959
"liberty, NY, US",KMSV,9.9961558705728
"bryant, WI, US",KCTK,8.861229326601
"castle rock, WA, US",WN24,2.56973710705272
"dover, FL, US",KPCM,5.3991853328205
"wilmington, OH, US",KILN,3.00839886638037
"ardmore, AL, US",1M3,3.1444447053923104
"johnson county, KS, US",51K,4.97121466148334
"northport, WA, US",KTCL,5.304177268839
"brewster/carmel, NY, US",KDXR,13.599664641993598
"long valley, NJ, US",62NJ,2.9593627639668902
"avoca, PA, US",KAVP,0.9245521663516801
"middle smithfield township, PA, US",KN53,6.3164508204384004
"westchester, CA, US",KMDW,10.0093427064612
"saint charles township, IL, US",2MI0,5.35471903439541
"randall, MN, US",MN93,1.3704015341406601
"gladwin, MI, US",KGDW,5.473624172442659
"ypsilanti, MI, US",KYIP,5.42556123835914
"san rafael, CA, US",CA35,3.13783058908962
"lake havasu city, AZ, US",K49X,6.6376253353734
"winthrop, MA, US",KBOS,1.8949025373225301
"lodi, CA, US",KO20,1.67744822205303
"berks county, PA, US",KRDG,3.5127241576821904
"edinburg, IL, US",9LL5,4.64514315092451
"wood dale, IL, US",KORD,4.9210450390510205
"bella vista, CA, US",2AR5,8.4829635434286
"staten island/new jersey, NY, US",KLDJ,8.909335835621102
"stafford forge, NJ, US",K31E,0.8738411786368201
"malo, WA, US",KR49,6.3784557182628
"lakemoor, IL, US",8IL7,4.728085813097191
"bennington, VT, US",KDDH,4.85818807280877
"new jersey, NJ, US",KNEL,5.584273065126811
"bigfork, MT, US",KFOZ,3.0573308983163403
"black canyon city, AZ, US",00AZ,17.656177221986404
"freedom, ME, US",29ME,17.372672871093
"pembroke, MA, US",MA64,0.576601469492211
"carpinteria, CA, US",KSBA,19.3406000885244
"mexico beach, FL, US",75FL,15.658086033630902
"henderson, NC, US",KRFI,4.0002752833643695
"gardner, KS, US",II31,9.283118552415
"steinhatchee, FL, US",39FD,6.136038814742911
"viola, WI, US",39WI,3.42165327899643
"ventnor, NJ, US",58NJ,5.9257538129394005
"buffalo/amherst, NY, US",78NY,5.2435307887419595
"kenosha, WI, US",KENW,6.7852747896894
"holloman afb, NM, US",NM71,15.5317385793645
"langley air force base, VA, US",KLFI,0.5272030215442981
"wilmington, DE, US",KILG,7.868331944941501
"buffalo, MO, US",91IS,6.8094806626809
"bellmore, NY, US",KFRG,11.120853988190703
"hardin county, KY, US",KEKX,3.38175747308727
"mt.pleasant, IA, US",KMPZ,3.32614900459233
"jellico, TN, US",72KY,17.3578215277944
"newton, MA, US",US-0370,13.100790432627901
"west chester, OH, US",5IA7,7.0046578643256
"san juan, PR, US",PR34,1.46804701881141
"wolcott, CT, US",N41,5.2298949766410905
"nassau county, NY, US",KFRG,12.8502219285108
"white rock, SC, US",KLAM,5.77267615165698
"union, MO, US",2WV5,4.67846678810601
"falconer, NY, US",6N7,3.85048773116541
"gresham, WI, US",8WI1,9.0173305635309
"pearl river, NY, US",7N2,18.411380491935603
"atlantic, IA, US",KAIO,2.05819800870924
"woodbury, NY, US",KSWF,13.276587465403201
"decatur, TX, US",KDCU,10.5530852707101
"waite park, MN, US",MY47,3.8850464838788104
"canyonville, OR, US",16S,5.23310851036359
"olive branch, MS, US",MS62,2.8281079594916103
"center harbor, NH, US",K5M3,7.428907332788401
"triborough bridge, NY, US",KLGA,4.22900617978188
"treasure island, FL, US",KSPG,13.219468816530599
"edgemoor, SC, US",SC67,11.402837526726902
"silver spring, MD, US",KCGS,8.1441829427949
"harrisonville, MO, US",KLRY,3.7105918805214
"stilwell, OK, US",45OL,1.9861897377813302
"santa maria, CA, US",KSMX,4.0965410374263005
"scotland, AR, US",KCCA,12.906697877097299
"minneapolis/st. paul, MN, US",KSTP,0.9913522920897601
"berea, OH, US",KCLE,4.11501538280133
"sanibel island, FL, US",FL86,15.310973677884299
"arcola, IL, US",K96,8.3779688628549
"somerset, OH, US",8OI5,10.584462267513
"new philadelphia, OH, US",7PN0,8.7993865248669
"hinton, WV, US",K2O8,2.9838054681258304
"brea, CA, US",KFUL,6.434766200095201
"flushing/queens, NY, US",4NY2,3.9629373136721098
"paterson, NJ, US",KCDW,8.902708076439001
"decatur, GA, US",KDCU,11.0502211955058
"ferguson, MO, US",KSTL,4.39008130812015
"pineville, WV, US",K2L0,2.24230870947564
"glen ridge, NJ, US",4NJ2,6.492498841107
"american falls, ID, US",KU01,1.7968256608740298
"green valley, CA, US",MD75,4.585510380726361
"harrison, AR, US",KHRO,4.26177496442403
"mcclave, CO, US",KLAA,11.4582749584455
"williamstown, NJ, US",KAQW,2.76617021746419
"eagle point, OR, US",0OR8,3.4243300896163205
"westwood, CA, US",82KY,7.187307914531701
"smyrna, TN, US",38N,1.60459706508651
"kenai, AK, US",PAEN,1.3732401382127102
"swarthmore, PA, US",0PA7,5.09884264341567
"montauk, NY, US",KMTP,4.64942365607646
"sultan, WA, US",S86,1.23559437135663
"avon lake, OH, US",4OI7,6.08145325040583
"los altos hills, CA, US",KNUQ,5.663600593218541
"prairieville, LA, US",K7A0,16.2151155375399
"arroyo seco, CA, US",3CA9,1.42307355192192
"cantwell, AK, US",PATW,0.095175781639524
"harrisburg, NC, US",3NC6,1.41227945456904
"riverside/palm springs, CA, US",KPSP,1.7647781524304402
"ionia, MI, US",KY70,1.04249176593579
"federal heights, CO, US",KBJC,7.1465013026775015
"lewisburg, WV, US",9OA4,2.5147235967613204
"new fairfield, CT, US",CT51,8.1031080177063
"west, TX, US",TX45,4.08356214020838
"scotts valley, CA, US",CL77,6.5686918269681005
"newbern, TN, US",KDYR,14.650959904767001
"plymouth borough, PA, US",3AK6,0.271474248873861
"stuttgart, AR, US",8AR0,1.36351752320844
"alamo lake state park, AZ, US",26AZ,28.617725282564702
"north wilkesboro, NC, US",KUKF,7.2847757582091015
"eastchester, NY, US",6N6,4.17827886063642
"severna park, MD, US",MD43,5.9030024062176
"vineland, NJ, US",NJ81,5.381485707506401
"osterville, MA, US",MA12,4.45666832544969
"glendale, AR, US",KJBR,1.64361520909368
"cottage hills, IL, US",KALN,1.97070978358746
"powhatan, VA, US",VA94,2.29436349743484
"walworth, WI, US",K7V3,3.38954056393203
"belton, SC, US",62TX,3.06815902305993
"venice/north port, FL, US",22FA,16.1736559138188
"portsmouth, NH, US",KNGU,9.669827482637398
"washingtonville, NY, US",KSWF,8.4651689149263
"brandon, MS, US",FL72,9.7896398897925
"menifee, CA, US",US-0373,5.63230706863365
"malibu, CA, US",KSMO,14.483325105531003
"pima, AZ, US",E37,5.1003931530796205
"kansas city, MI, US",KMKC,3.7631129493362403
"jacksonville beach, FL, US",FD48,7.443128479822201
"golden valley, MN, US",22MN,3.92380502137587
"burke, VA, US",KDAA,9.313127128025101
"salem/keizer, OR, US",4OR7,3.4732246161641402
"vassalboro, ME, US",KWVL,6.8898265550541
"clarinda, IA, US",KICL,1.56209703212421
"loveland, OH, US",5OI0,3.94156019157543
"glennonville, MO, US",KMAW,11.745133065109801
"alhambra golf course, CA, US",KEMT,4.71454697680344
"st. james, MO, US",KJYG,4.04005037041944
"parrish, FL, US",KJFX,16.0573999123089
"belle plaine, KS, US",7Y7,3.65278520822418
"dickson, TN, US",OK17,5.428127541656431
"dallardsville, TX, US",XA91,16.9990839373491
"kure beach, NC, US",03NC,10.980263619722702
"young city, TX, US",KRPH,10.463751941057101
"price, UT, US",KPUC,3.6206395016778004
"lake city, TN, US",FL05,3.2366685119677205
"rockport, MA, US",MA36,16.424689906991702
"timbo, AR, US",K7M2,16.0590442133106
"pittsville, MO, US",4WN2,8.4110501873268
"las vegas, NM, US",KLVS,7.0517801859669005
"yuma, CA, US",KNYL,3.29801200053345
"bay city, OR, US",T84,2.67273856793187
"hutchinson, KS, US",KHUT,4.4882688308213705
"hyde park, VT, US",85PN,5.0533587716085
"reisterstown, MD, US",4MD9,4.9078152871008305
"anza, CA, US",54CL,7.9422414059349
"wagarville, AL, US",KGDW,5.21566088936454
"cleveland/euclid, OH, US",KBKL,1.48933696702707
"seagoville, TX, US",5TA9,2.6628824716603203
"western grove, AR, US",KHRO,19.691582206516202
"athens, OH, US",KDCU,8.846319900613501
"walkerton, IN, US",87IN,1.4798584174862701
"copemish, MI, US",7Y2,4.368521961472591
"macomb, IL, US",LL27,3.138233098238101
"elizabethtown, KY, US",KBAK,12.712244286201301
"carol stream, IL, US",K06C,6.916748888341799
"terrytown, LA, US",K9A4,3.2009261915475897
"greencreek, ID, US",KS84,5.98303559078676
"pine hill, NJ, US",N00,14.344014761203502
"anna paulowna, NH, US",NL-0041,5.05357342749315
"fort. deposit, AL, US",K67A,1.5681170426017499
"mattawan, MI, US",MI84,1.7299336988987102
"alton, VA, US",KALN,9.346106881302301
"chanute, KS, US",KCNU,2.04611549950548
"newfields, NH, US",NH67,7.4449318237677
"wisconsin dells, WI, US",9WN6,1.60640915781042
"anacortes, WA, US",K74S,1.80765242991873
"bonnie spring, NV, US",3IS6,2.26233289277892
"east liverpool, OH, US",WV41,3.7949777406082803
"summer lake, OR, US",1JY2,15.8661608042097
"elk, CA, US",KOYM,8.8699497625089
"angelica, NY, US",54NY,4.622979876038911
"lake cushman, WA, US",KSHN,13.6788805891593
